tca	ncbi	ko	tcapathway	tcapathname
659184	XP_970604	K01724	tca01100	
659185	XP_008195120	K08283		
659186	XP_970606	K07930		
659187	NP_001092318	K12373	tca00511	Other glycan degradation - Tribolium castaneum (red flour beetle)
659187	NP_001092318	K12373	tca00513	Various types of N-glycan biosynthesis - Tribolium castaneum (red flour beetle)
659187	NP_001092318	K12373	tca00520	Amino sugar and nucleotide sugar metabolism - Tribolium castaneum (red flour beetle)
659187	NP_001092318	K12373	tca00531	Glycosaminoglycan degradation - Tribolium castaneum (red flour beetle)
659187	NP_001092318	K12373	tca00600	Sphingolipid metabolism - Tribolium castaneum (red flour beetle)
659187	NP_001092318	K12373	tca00603	Glycosphingolipid biosynthesis - globo and isoglobo series - Tribolium castaneum (red flour beetle)
659187	NP_001092318	K12373	tca00604	Glycosphingolipid biosynthesis - ganglio series - Tribolium castaneum (red flour beetle)
659187	NP_001092318	K12373	tca01100	
659187	NP_001092318	K12373	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659188	XP_970608	K11793		
659189	XP_015838016	K12301	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659191	XP_970611	K08493	tca04130	SNARE interactions in vesicular transport - Tribolium castaneum (red flour beetle)
659192	XP_970612	K17497	tca00051	Fructose and mannose metabolism - Tribolium castaneum (red flour beetle)
659192	XP_970612	K17497	tca00520	Amino sugar and nucleotide sugar metabolism - Tribolium castaneum (red flour beetle)
659192	XP_970612	K17497	tca01100	
659192	XP_970612	K17497	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
659192	XP_970612	K17497	tca01250	Biosynthesis of nucleotide sugars - Tribolium castaneum (red flour beetle)
659193	NP_001104734	K02174	tca04214	Apoptosis - fly - Tribolium castaneum (red flour beetle)
659193	NP_001104734	K02174	tca04320	Dorso-ventral axis formation - Tribolium castaneum (red flour beetle)
659194	XP_970614			
659195	XP_008190792			
659196	XP_970616	K24887		
659197	XP_970617	K20406	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
659198	XP_008197902	K19526		
659199	XP_015839343	K16781		
659200	XP_008198201	K15304		
659201	XP_015834011	K02150	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
659201	XP_015834011	K02150	tca01100	
659201	XP_015834011	K02150	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
659201	XP_015834011	K02150	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
659202	XP_008199066	K12385	tca03265	Virion - Ebolavirus, Lyssavirus and Morbillivirus - Tribolium castaneum (red flour beetle)
659202	XP_008199066	K12385	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659203	XP_008199128	K05643	tca02010	ABC transporters - Tribolium castaneum (red flour beetle)
659204	XP_970624	K08193		
659205	XP_970625	K00791	tca01100	
659206	XP_970626	K02908	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
659207	XP_008199941			
659208	XP_970628			
659209	XP_970629	K15890	tca00900	Terpenoid backbone biosynthesis - Tribolium castaneum (red flour beetle)
659209	XP_970629	K15890	tca00981	Insect hormone biosynthesis - Tribolium castaneum (red flour beetle)
659210	XP_015836796			
659211	XP_015833112	K10694		
659212	XP_015839673			
659213	XP_970633	K14999		
659214	XP_008197026	K12307	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659215	XP_970635	K03011	tca03020	RNA polymerase - Tribolium castaneum (red flour beetle)
659215	XP_970635	K03011	tca03420	Nucleotide excision repair - Tribolium castaneum (red flour beetle)
659219	NP_001165843	K05692	tca03082	ATP-dependent chromatin remodeling - Tribolium castaneum (red flour beetle)
659219	NP_001165843	K05692	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
659219	NP_001165843	K05692	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
659219	NP_001165843	K05692	tca04745	Phototransduction - fly - Tribolium castaneum (red flour beetle)
659219	NP_001165843	K05692	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
659219	NP_001165843	K05692	tca04820	Cytoskeleton in muscle cells - Tribolium castaneum (red flour beetle)
659221	XP_001810667	K03469	tca03030	DNA replication - Tribolium castaneum (red flour beetle)
659222	XP_970640	K16681	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
659223	XP_970641	K01893	tca00970	Aminoacyl-tRNA biosynthesis - Tribolium castaneum (red flour beetle)
659224	XP_008198689			
659225	XP_015839542	K02540	tca03030	DNA replication - Tribolium castaneum (red flour beetle)
659226	NP_001298082	K01365	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659226	NP_001298082	K01365	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659226	NP_001298082	K01365	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
659227	XP_015840633	K00844	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
659227	XP_015840633	K00844	tca00051	Fructose and mannose metabolism - Tribolium castaneum (red flour beetle)
659227	XP_015840633	K00844	tca00052	Galactose metabolism - Tribolium castaneum (red flour beetle)
659227	XP_015840633	K00844	tca00500	Starch and sucrose metabolism - Tribolium castaneum (red flour beetle)
659227	XP_015840633	K00844	tca00520	Amino sugar and nucleotide sugar metabolism - Tribolium castaneum (red flour beetle)
659227	XP_015840633	K00844	tca01100	
659227	XP_015840633	K00844	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
659227	XP_015840633	K00844	tca01250	Biosynthesis of nucleotide sugars - Tribolium castaneum (red flour beetle)
659228	XP_970646	K09494		
659229	XP_015832951	K04097	tca00480	Glutathione metabolism - Tribolium castaneum (red flour beetle)
659229	XP_015832951	K04097	tca00590	Arachidonic acid metabolism - Tribolium castaneum (red flour beetle)
659229	XP_015832951	K04097	tca00980	Metabolism of xenobiotics by cytochrome P450 - Tribolium castaneum (red flour beetle)
659229	XP_015832951	K04097	tca00982	Drug metabolism - cytochrome P450 - Tribolium castaneum (red flour beetle)
659229	XP_015832951	K04097	tca01100	
659230	XP_970648			
659231	XP_970649	K14319	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
659232	XP_008191963	K05284	tca00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Tribolium castaneum (red flour beetle)
659232	XP_008191963	K05284	tca01100	
659233	XP_008191126			
659234	XP_015833709	K06823		
659235	XP_008191376			
659236	XP_015834234	K19403		
659237	XP_970655	K13335	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
659238	XP_015834910	K11418		
659239	XP_970657	K20724	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
659240	XP_008192914	K11471	tca03083	Polycomb repressive complex - Tribolium castaneum (red flour beetle)
659241	XP_970659	K21891		
659242	XP_970660	K11188	tca00480	Glutathione metabolism - Tribolium castaneum (red flour beetle)
659242	XP_970660	K11188	tca01100	
659243	NP_001164136	K05759	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
659244	XP_970662	K07208	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659244	XP_970662	K07208	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
659245	XP_008193938			
659246	XP_970664	K08516	tca04130	SNARE interactions in vesicular transport - Tribolium castaneum (red flour beetle)
659246	XP_970664	K08516	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659247	XP_970665	K13780	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
659248	XP_008194588			
659249	XP_970667			
659250	XP_015836582	K09313		
659252	XP_970670	K08585		
659253	XP_008196308	K01754	tca00260	Glycine, serine and threonine metabolism - Tribolium castaneum (red flour beetle)
659253	XP_008196308	K01754	tca00290	Valine, leucine and isoleucine biosynthesis - Tribolium castaneum (red flour beetle)
659253	XP_008196308	K01754	tca01100	
659253	XP_008196308	K01754	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
659253	XP_008196308	K01754	tca01230	Biosynthesis of amino acids - Tribolium castaneum (red flour beetle)
659254	XP_008195301	K07847		
659255	XP_970673			
659256	XP_008195520	K12599	tca03018	RNA degradation - Tribolium castaneum (red flour beetle)
659257	XP_970675	K03626		
659258	XP_008196132			
659259	NP_001153625			
659260	XP_008197076	K13578	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
659260	XP_008197076	K13578	tca04350	TGF-beta signaling pathway - Tribolium castaneum (red flour beetle)
659261	XP_015838195	K01565	tca00531	Glycosaminoglycan degradation - Tribolium castaneum (red flour beetle)
659261	XP_015838195	K01565	tca01100	
659261	XP_015838195	K01565	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659262	XP_970680	K06072		
659263	XP_008190793			
659265	XP_008197837	K08333	tca04136	Autophagy - other - Tribolium castaneum (red flour beetle)
659265	XP_008197837	K08333	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659266	XP_008197904	K15179	tca03250	Viral life cycle - HIV-1 - Tribolium castaneum (red flour beetle)
659267	XP_008197992	K16683	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
659267	XP_008197992	K16683	tca04392	Hippo signaling pathway - multiple species - Tribolium castaneum (red flour beetle)
659268	XP_008198202	K13342	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
659269	XP_015839269			
659270	XP_970688	K01052	tca00100	Steroid biosynthesis - Tribolium castaneum (red flour beetle)
659270	XP_970688	K01052	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659270	XP_970688	K01052	tca04148	Efferocytosis - Tribolium castaneum (red flour beetle)
659271	XP_970689	K17285	tca00920	Sulfur metabolism - Tribolium castaneum (red flour beetle)
659271	XP_970689	K17285	tca01100	
659272	XP_008199064	K01785	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
659272	XP_008199064	K01785	tca00052	Galactose metabolism - Tribolium castaneum (red flour beetle)
659272	XP_008199064	K01785	tca01100	
659273	XP_015840355	K05643	tca02010	ABC transporters - Tribolium castaneum (red flour beetle)
659274	XP_970692	K08056	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
659276	XP_008199544	K18464	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
659277	XP_008198125	K12663	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
659280	XP_015833808			
659281	XP_970699	K14999		
659282	XP_970700	K20314		
659283	XP_970701	K10524	tca00760	Nicotinate and nicotinamide metabolism - Tribolium castaneum (red flour beetle)
659283	XP_970701	K10524	tca01100	
659284	XP_970702	K03351	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
659285	XP_976308			
659287	XP_976077	K02367	tca00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Tribolium castaneum (red flour beetle)
659287	XP_976077	K02367	tca01100	
659288	XP_001813184	K05679	tca02010	ABC transporters - Tribolium castaneum (red flour beetle)
659289	XP_015834618	K07190		
659290	XP_008196501			
659291	XP_008197741	K02105	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
659292	XP_970704	K20279	tca00562	Inositol phosphate metabolism - Tribolium castaneum (red flour beetle)
659292	XP_970704	K20279	tca01100	
659292	XP_970704	K20279	tca04070	Phosphatidylinositol signaling system - Tribolium castaneum (red flour beetle)
659293	XP_970705	K03454		
659295	XP_970707	K20410	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
659296	XP_970708	K24539		
659297	XP_970709	K09083		
659298	XP_008198781	K00746	tca00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Tribolium castaneum (red flour beetle)
659298	XP_008198781	K00746	tca01100	
659300	XP_008201718	K20193		
659301	XP_008195047	K22470	tca00920	Sulfur metabolism - Tribolium castaneum (red flour beetle)
659301	XP_008195047	K22470	tca01100	
659302	XP_970714	K04097	tca00480	Glutathione metabolism - Tribolium castaneum (red flour beetle)
659302	XP_970714	K04097	tca00590	Arachidonic acid metabolism - Tribolium castaneum (red flour beetle)
659302	XP_970714	K04097	tca00980	Metabolism of xenobiotics by cytochrome P450 - Tribolium castaneum (red flour beetle)
659302	XP_970714	K04097	tca00982	Drug metabolism - cytochrome P450 - Tribolium castaneum (red flour beetle)
659302	XP_970714	K04097	tca01100	
659303	XP_970715	K05961	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
659303	XP_970715	K05961	tca00240	Pyrimidine metabolism - Tribolium castaneum (red flour beetle)
659303	XP_970715	K05961	tca01100	
659303	XP_970715	K05961	tca01232	Nucleotide metabolism - Tribolium castaneum (red flour beetle)
659304	XP_976309			
659305	NP_001161902	K10719	tca00981	Insect hormone biosynthesis - Tribolium castaneum (red flour beetle)
659306	XP_008191643			
659307	XP_008191257	K10305	tca04068	FoxO signaling pathway - Tribolium castaneum (red flour beetle)
659309	XP_970719			
659310	XP_970720	K19197		
659311	XP_008191795	K16816	tca00561	Glycerolipid metabolism - Tribolium castaneum (red flour beetle)
659311	XP_008191795	K16816	tca01100	
659312	XP_008192044			
659313	XP_970723			
659314	XP_015835186	K09503	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
659315	XP_970725	K01900	tca00020	Citrate cycle (TCA cycle) - Tribolium castaneum (red flour beetle)
659315	XP_970725	K01900	tca00640	Propanoate metabolism - Tribolium castaneum (red flour beetle)
659315	XP_970725	K01900	tca01100	
659315	XP_970725	K01900	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
659316	XP_008193031	K00624	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
659317	XP_008193254			
659318	XP_015835628	K09884		
659319	XP_008193560			
659320	XP_008194038	K05544		
659321	XP_970731	K00815	tca00130	Ubiquinone and other terpenoid-quinone biosynthesis - Tribolium castaneum (red flour beetle)
659321	XP_970731	K00815	tca00270	Cysteine and methionine metabolism - Tribolium castaneum (red flour beetle)
659321	XP_970731	K00815	tca00350	Tyrosine metabolism - Tribolium castaneum (red flour beetle)
659321	XP_970731	K00815	tca00360	Phenylalanine metabolism - Tribolium castaneum (red flour beetle)
659321	XP_970731	K00815	tca00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Tribolium castaneum (red flour beetle)
659321	XP_970731	K00815	tca01100	
659322	NP_001308598	K00507	tca01040	Biosynthesis of unsaturated fatty acids - Tribolium castaneum (red flour beetle)
659322	NP_001308598	K00507	tca01100	
659322	NP_001308598	K00507	tca01212	Fatty acid metabolism - Tribolium castaneum (red flour beetle)
659323	XP_970733			
659324	NP_001161903			
659325	XP_970735	K16942		
659326	XP_970736	K11373		
659327	XP_015836509			
659328	XP_970738	K17960		
659329	XP_970739	K05954	tca00900	Terpenoid backbone biosynthesis - Tribolium castaneum (red flour beetle)
659330	XP_970740			
659332	XP_970742	K04640		
659333	XP_008196134			
659334	XP_015838306	K08193		
659335	XP_970745	K13187		
659336	XP_008190794			
659337	XP_015838718	K22941		
659338	XP_008197905			
659339	XP_970749	K10588	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
659341	XP_008198475	K01052	tca00100	Steroid biosynthesis - Tribolium castaneum (red flour beetle)
659341	XP_008198475	K01052	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659341	XP_008198475	K01052	tca04148	Efferocytosis - Tribolium castaneum (red flour beetle)
659342	XP_008198970	K07945		
659344	XP_008199148	K05643	tca02010	ABC transporters - Tribolium castaneum (red flour beetle)
659345	XP_970755	K17536	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
659348	XP_008199943	K06642	tca03450	Non-homologous end-joining - Tribolium castaneum (red flour beetle)
659349	XP_015840167	K06233		
659350	XP_008200163			
659351	XP_008200230	K13219		
659352	XP_970761	K12177		
659353	XP_008200305	K14407	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
659355	XP_008200435	K24816		
659356	XP_015834854	K16055	tca00500	Starch and sucrose metabolism - Tribolium castaneum (red flour beetle)
659356	XP_015834854	K16055	tca01100	
659357	XP_008194629			
659358	XP_008196506	K17751	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
659358	XP_008196506	K17751	tca04820	Cytoskeleton in muscle cells - Tribolium castaneum (red flour beetle)
659359	XP_970765	K12891	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
659360	XP_970766			
659361	XP_008200880	K00873	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
659361	XP_008200880	K00873	tca00620	Pyruvate metabolism - Tribolium castaneum (red flour beetle)
659361	XP_008200880	K00873	tca01100	
659361	XP_008200880	K00873	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
659361	XP_008200880	K00873	tca01230	Biosynthesis of amino acids - Tribolium castaneum (red flour beetle)
659362	XP_008200970	K24060		
659363	XP_970769	K03958	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
659363	XP_970769	K03958	tca01100	
659364	XP_970770			
659365	XP_015839811			
659367	NP_001298083	K01365	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659367	NP_001298083	K01365	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659367	NP_001298083	K01365	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
659368	NP_001280534	K01049	tca00564	Glycerophospholipid metabolism - Tribolium castaneum (red flour beetle)
659369	NP_001092297	K20730	tca00511	Other glycan degradation - Tribolium castaneum (red flour beetle)
659369	NP_001092297	K20730	tca00513	Various types of N-glycan biosynthesis - Tribolium castaneum (red flour beetle)
659369	NP_001092297	K20730	tca01100	
659370	XP_008201719			
659371	XP_970777	K02960	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
659372	XP_970778	K10579	tca04120	Ubiquitin mediated proteolysis - Tribolium castaneum (red flour beetle)
659375	NP_001161904	K10719	tca00981	Insect hormone biosynthesis - Tribolium castaneum (red flour beetle)
659376	XP_970780			
659377	XP_970781	K12160	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
659379	XP_008191434	K17233		
659382	XP_008192042	K12188	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
659383	XP_015834586	K07917		
659384	XP_008192807	K14575	tca03008	Ribosome biogenesis in eukaryotes - Tribolium castaneum (red flour beetle)
659385	XP_970789	K13141		
659386	XP_008193030	K05754	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
659388	XP_008193562	K24645		
659389	XP_008193940	K20694	tca04624	Toll and Imd signaling pathway - Tribolium castaneum (red flour beetle)
659390	XP_008194271	K18283	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
659390	XP_008194271	K18283	tca01100	
659391	NP_001161084	K08664		
659392	XP_970796	K13356	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
659393	XP_970797	K13279	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
659393	XP_970797	K13279	tca04980	Cobalamin transport and metabolism - Tribolium castaneum (red flour beetle)
659395	XP_970798	K20818		
659396	XP_008196309	K17083		
659397	XP_008195123	K20476		
659398	XP_008195300	K14947		
659399	XP_008195408	K13278		
659400	XP_008195523	K03123	tca03022	Basal transcription factors - Tribolium castaneum (red flour beetle)
659401	XP_008195605	K20472		
659402	XP_008196136			
659403	XP_008196480	K11064		
659404	XP_008196646			
659405	XP_008197080	K11306		
659406	XP_008196943	K20306		
659407	XP_008197381	K00683		
659408	XP_015838809			
659409	XP_008197724	K25192		
659410	XP_970811	K08497	tca04130	SNARE interactions in vesicular transport - Tribolium castaneum (red flour beetle)
659411	NP_001076792			
659412	XP_970813	K15109		
659413	XP_008198204	K03439		
659414	XP_015839266			
659416	XP_970817	K08886		
659417	XP_015833503			
659418	XP_015835575	K10106	tca00130	Ubiquinone and other terpenoid-quinone biosynthesis - Tribolium castaneum (red flour beetle)
659418	XP_015835575	K10106	tca01100	
659418	XP_015835575	K10106	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
659419	XP_015839288	K10408	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
659420	XP_970821	K13123		
659421	XP_008198126	K08823		
659425	XP_008200169			
659426	XP_970827	K06990		
659427	XP_015833113	K24935		
659428	XP_970829	K11807		
659429	XP_970830	K04523	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
659430	XP_008192558	K00993	tca00440	Phosphonate and phosphinate metabolism - Tribolium castaneum (red flour beetle)
659430	XP_008192558	K00993	tca00564	Glycerophospholipid metabolism - Tribolium castaneum (red flour beetle)
659430	XP_008192558	K00993	tca00565	Ether lipid metabolism - Tribolium castaneum (red flour beetle)
659430	XP_008192558	K00993	tca01100	
659431	NP_001107860	K15001		
659432	XP_015838023			
659433	XP_966427			
659434	XP_008190746	K05093	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
659435	XP_008200713	K22388		
659436	XP_008200856	K09203		
659437	XP_008200881	K08155		
659438	XP_970835	K00128	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00053	Ascorbate and aldarate metabolism - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00071	Fatty acid degradation - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00280	Valine, leucine and isoleucine degradation - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00310	Lysine degradation - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00330	Arginine and proline metabolism - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00340	Histidine metabolism - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00380	Tryptophan metabolism - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00410	beta-Alanine metabolism - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00561	Glycerolipid metabolism - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00620	Pyruvate metabolism - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00770	Pantothenate and CoA biosynthesis - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca00981	Insect hormone biosynthesis - Tribolium castaneum (red flour beetle)
659438	XP_970835	K00128	tca01100	
659438	XP_970835	K00128	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
659439	XP_008198786			
659440	XP_008198840	K27896		
659441	NP_001164001	K01365	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659441	NP_001164001	K01365	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659441	NP_001164001	K01365	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
659442	XP_970839			
659443	NP_001161905			
659444	XP_008195074	K00907		
659445	XP_970842	K20223	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
659445	XP_970842	K20223	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
659447	XP_970844	K10844	tca03022	Basal transcription factors - Tribolium castaneum (red flour beetle)
659447	XP_970844	K10844	tca03420	Nucleotide excision repair - Tribolium castaneum (red flour beetle)
659448	XP_970845			
659449	XP_970846			
659450	XP_970847			
659451	XP_008191437	K13411	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
659451	XP_008191437	K13411	tca04624	Toll and Imd signaling pathway - Tribolium castaneum (red flour beetle)
659452	XP_008191480	K23939		
659453	XP_008191800	K22204		
659454	XP_970851	K20231	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
659455	XP_008192546	K14400	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
659456	XP_008192808			
659457	XP_008192967			
659458	XP_970855	K02918	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
659459	NP_001164305	K03942	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
659459	NP_001164305	K03942	tca01100	
659460	XP_970857	K02104	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
659460	XP_970857	K02104	tca04320	Dorso-ventral axis formation - Tribolium castaneum (red flour beetle)
659462	XP_008193941	K23612	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
659463	XP_970860	K03783	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
659463	XP_970860	K03783	tca00760	Nicotinate and nicotinamide metabolism - Tribolium castaneum (red flour beetle)
659463	XP_970860	K03783	tca01100	
659463	XP_970860	K03783	tca01232	Nucleotide metabolism - Tribolium castaneum (red flour beetle)
659464	XP_970861	K02514	tca00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Tribolium castaneum (red flour beetle)
659465	XP_008194592	K11291		
659466	XP_008190490	K10276	tca03083	Polycomb repressive complex - Tribolium castaneum (red flour beetle)
659467	XP_008194752	K22659		
659468	XP_008191987			
659469	XP_970866			
659470	XP_970867	K13960	tca03460	Fanconi anemia pathway - Tribolium castaneum (red flour beetle)
659471	XP_008195122			
659472	XP_008195606	K14716		
659473	XP_008196142			
659474	XP_970871			
659475	XP_970872	K00856	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
659475	XP_970872	K00856	tca01100	
659475	XP_970872	K00856	tca01232	Nucleotide metabolism - Tribolium castaneum (red flour beetle)
659476	XP_970873	K15255		
659477	XP_008197549	K04354	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
659477	XP_008197549	K04354	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
659478	XP_970875	K02866	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
659479	XP_970876	K07865		
659481	XP_970878	K10448		
659482	XP_008198359			
659484	XP_970881	K13279	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
659484	XP_970881	K13279	tca04980	Cobalamin transport and metabolism - Tribolium castaneum (red flour beetle)
659485	XP_015840362	K05643	tca02010	ABC transporters - Tribolium castaneum (red flour beetle)
659486	XP_008199342	K08045	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
659486	XP_008199342	K08045	tca01100	
659486	XP_008199342	K08045	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
659487	XP_970884	K03671		
659490	XP_970886	K10479		
659491	XP_008200289	K08829		
659492	XP_008200308			
659493	XP_008200437			
659494	XP_970890	K15890	tca00900	Terpenoid backbone biosynthesis - Tribolium castaneum (red flour beetle)
659494	XP_970890	K15890	tca00981	Insect hormone biosynthesis - Tribolium castaneum (red flour beetle)
659496	NP_001157310	K27896		
659497	XP_970892	K00181	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
659499	XP_008194485	K02580	tca04624	Toll and Imd signaling pathway - Tribolium castaneum (red flour beetle)
659500	XP_970895			
659501	XP_970896			
659502	NP_001164314	K01365	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
659502	NP_001164314	K01365	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
659502	NP_001164314	K01365	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
659503	XP_970898			
659504	XP_970899	K20293		
659505	XP_001812611			
659506	NP_001161906	K10719	tca00981	Insect hormone biosynthesis - Tribolium castaneum (red flour beetle)
659507	XP_970901	K21768		
659509	XP_008191258	K15683		
659510	XP_015833956	K18438	tca00230	Purine metabolism - Tribolium castaneum (red flour beetle)
659510	XP_015833956	K18438	tca01100	
659511	XP_008191388			
659512	XP_008191487	K09577		
659513	XP_008191802	K22204		
659515	XP_008192548	K01893	tca00970	Aminoacyl-tRNA biosynthesis - Tribolium castaneum (red flour beetle)
659516	XP_008192810			
659517	XP_970910	K16219		
659518	XP_015835308	K08814		
659519	XP_970912	K09884		
659521	XP_970913	K26546		
659522	XP_008194272			
659523	XP_970915			
659524	XP_970916	K13356	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
659525	XP_970917	K01135	tca00531	Glycosaminoglycan degradation - Tribolium castaneum (red flour beetle)
659525	XP_970917	K01135	tca01100	
